#	type	key	freq
63	T	ann: offshore wind energy	47
64	T	nn: rotor diameter	47
64	V[s]	ann: 82m rotor diameter	2
64	V[s]	nnn: turbine rotor diameter	2
65	T	an: modified blade	47
66	T	n: stator	47
67	T	ann: low frequency noise	46
68	T	nn: guy wire	46
68	V[s]	ann: upper guy wire	3
68	V[s]	ann: low guy wire	3
69	T	n: rpm	45
70	T	nnn: turbine application page	45
71	T	n: transformer	45
72	T	ncnn: sound and health effect	44
73	T	n: nrel	44
74	T	nn: blade length	44
75	T	n: max	43
76	T	nnn: wind turbine noise	43
76	V[s]	annn: in-home wind turbine noise	2
77	T	nn: power system	43
77	V[s]	nnn: power generator system	3
77	V[s]	ann: solar power system	2
77	V[s]	ann: modern power system	3
77	V[s]	nnn: power system frequency	2
77	V[s]	nnn: wind power system	2
77	V[s]	nnn: power system fault	2
78	T	an: synchronous generator	43
78	V[s]	nan: pm synchronous generator	2
79	T	n: pmsg	42
80	T	n: mwh	42
81	T	nn: reynolds number	42
81	V[s]	ann: low reynolds number	4
82	T	annnn: joint implementation project design document	42
83	T	nn: wind velocity	42
83	V[s]	nnn: design wind velocity	8
83	V[s]	ann: relative wind velocity	6
83	V[s]	ann: average wind velocity	6
83	V[s]	ann: axial wind velocity	2
83	V[s]	ann: angular wind velocity	2
83	V[s]	ann: radial wind velocity	2
83	V[s]	nnn: free-stream wind velocity	2
83	V[s]	ann: uniform wind velocity	2
84	T	nnnnn: implementation project design document form	42
85	T	anann: joint implementation supervisory committee page	41
86	T	annn: horizontal axis wind turbine	41
87	T	nnn: wind generator system	41
88	T	an: sound level	80
88	V[p]	an: infrasound level	2
88	V[s]	aan: ambient sound level	3
88	V[s]	aan: low sound level	2
89	T	n: naca	40
90	T	nn: blade pitch	40
90	V[s]	nnn: blade pitch angle	12
90	V[s]	ann: optimal blade pitch	2
91	T	nn: induction factor	40
91	V[s]	ann: axial induction factor	25
91	V[s]	ann: angular induction factor	9
92	T	nn: turbine technology	40
92	V[s]+	nnn: wind turbine technology	28
92	V[s]	nnnn: summary wind turbine technology	2
92	V[s]	nnnn: gale wind turbine technology	2
92	V[s]	nnnn: art wind turbine technology	2
93	T	nn: grid connection	39
93	V[s]	nnn: grid connection requirement	7
93	V[s]	ann: smooth grid connection	4
94	T	nnn: expert panel review	39
95	T	an: marine mammal	38
96	T	n: deg	38
97	T	ann: sound pressure level	38
98	T	nn: energy production	37
98	V[s]	nnn: energy production potential	2
98	V[s]	ann: annual energy production	13
98	V[s]	ann: thermal energy production	2
98	V[s]	aann: net annual energy production	2
98	V[s]	ann: electrical energy production	3
98	V[s]	aann: calculated annual energy production	2
98	V[s]	nnn: wind energy production	2
99	T	nnn: wind turbine concept	37
99	V[s]	annn: contemporary wind turbine concept	2
100	T	n: lfa	36
101	T	nn: water tower	36
102	T	n: scig	36
103	T	an: competent authority	35
103	V[s]	aan: competent national authority	3
104	T	n: ref	34
105	T	nn: power curve	34
105	V[s]	ann: standard power curve	2
105	V[s]	nnpn: power curve of wind	3
105	V[s]	ann: typical power curve	2
106	T	nn: project boundary	34
107	T	n: cos	34
108	T	a: net	34
109	T	n: vol	33
110	T	ann: small wind turbine	33
111	T	nnnn: wind turbine application page	33
112	T	n: substation	33
113	T	nn: power converter	33
113	V[s]	nan: power electronic converter	14
113	V[s]	ann: full-scale power converter	17
113	V[s]	ann: partial-scale power converter	6
114	T	nn: blade geometry	33
114	V[s]	nnn: blade geometry parameter	8
114	V[s]	nnn: blade geometry output	6
115	T	nn: bird directive	32
116	T	n: hswf	32
117	T	n: cdm	32
118	T	n: bem	32
119	T	nnn: wind turbine system	32
119	V[s]	annn: domestic wind turbine system	15
120	T	an: rotational speed	31
120	V[s]+	anpn: rotational speed of turbine	3
121	T	n: uab	31
122	T	nn: turbine power	31
122	V[s]	nnn: wind turbine power	10
122	V[s]	nnn: turbine power output	7
123	T	nnn: wind turbine rotor	31
124	T	nn: earth anchor	31
124	V[s]	nnn: arrowhead earth anchor	3
124	V[s]	ann: fourth earth anchor	3
125	T	n: repower	31
126	T	nn: blade shape	31
126	V[s]	ann: modified blade shape	4
126	V[s]	ann: optimum blade shape	3
127	T	nn: castelo branco	30
127	V[s]	nnn: castelo branco naa	4
128	T	nn: length blade	30
129	T	nn: rotor speed	30
130	T	n: receptor	30
131	T	n: hawts	30
132	T	a: avian	29
133	T	aann: national renewable energy laboratory	29
134	T	ann: domestic wind turbine	29
135	T	n: amplitude	29
136	T	nn: rotor plane	29
137	T	nn: crediting period	29
137	V[s]	ann: renewable crediting period	2
138	T	n: infrasound	115
139	T	n: darrieus	28
140	T	nn: van oord	28
140	V[s]	ann: photo van oord	2
140	V[s]+	nnn: mammoet van oord	12
141	T	n: vesta	28
142	T	n: topology	28
143	T	a: 3-blade	28
144	T	an: high frequency	28
145	T	nnn: wind turbine technology	28
145	V[s]	annn: offshore wind turbine technology	3
146	T	nn: tower base	28
147	T	nn: air density	28
147	V[s]	nnnn: sea level air density	7
147	V[s]	ann: average air density	6
148	T	nn: hub height	28
149	T	n: uae	27
150	T	n: ghg	27
151	T	nn: twist distribution	27
151	V[s]	nnn: twist angle distribution	2
151	V[s]	ann: modified twist distribution	2
152	T	n: slipstream	27
153	T	nn: drive train	27
153	V[s]	nnn: drive train concept	3
154	T	nn: wind park	26
154	V[s]	nnn: wind power park	5
155	T	a: compensatory	26
156	T	n: decibel	26
157	T	n: ecn	26
158	T	nn: blade tip	26
158	V[s]	nnn: blade tip speed	6
159	T	nn: transmission line	26
159	V[s]	nnn: kv transmission line	3
159	V[s]	ann: related transmission line	2
159	V[s]	ann: electric transmission line	2
160	T	nn: chord length	26
161	T	ann: renewable energy source	25
162	T	n: kwh	25
163	T	an: angular velocity	25
164	T	ann: axial induction factor	25
165	T	nnn: wind energy development	25
165	V[s]	annn: offshore wind energy development	2
166	T	nn: wind tunnel	50
166	V[s]	nnn: ft wind tunnel	5
166	V[s]	nnn: dalhousie wind tunnel	2
166	V[s]	nnn: wind tunnel experiment	2
166	V[s]	nnn: wind tunnel testing	2
167	T	an: internal file	25
168	T	a: top	25
169	T	an: radial location	25
169	V[s]	aan: adjacent radial location	2
170	T	nn: page status	25
171	T	npnn: impact of wind farm	25
172	T	nn: tip-speed ratio	98
172	V[s]	ann: local tip-speed ratio	22
172	V[s]+	nnn: design tip-speed ratio	20
173	T	ann: dynamic stall vortex	24
174	T	n: vad	24
175	T	nn: lift coefficient	24
176	T	ann: relative wind angle	24
177	T	nnn: wind power station	24
178	T	nn: hydrogen system	24
178	V[s]	nnn: hydrogen storage system	4
179	T	n: hyperlink	48
180	T	an: human impact	24
181	T	an: installed capacity	24
181	V[s]	annn: installed wind power capacity	3
181	V[s]	aan: net installed capacity	4
181	V[s]	acan: potential and installed capacity	3
182	T	nn: speed ratio	24
182	V[s]	nnnn: rotor tip speed ratio	2
183	T	ann: adverse health effect	24
184	T	an: sound pressure	47
184	V[s]	aan: low sound pressure	2
185	T	ann: offshore wind turbine	47
186	T	nn: thrust coefficient	23
186	V[s]	ann: radial thrust coefficient	5
186	V[s]	nnn: thrust coefficient ct	3
186	V[s]	ann: local thrust coefficient	6
187	T	nnn: dfig wind turbine	23
188	T	npn: integrity of site	23
188	V[s]	nn: site integrity	2
189	T	n: eeppm	23
190	T	nn: wind project	23
190	V[s]	nnn: wind power project	19
190	V[s]	nnn: wind farm project	16
190	V[s]	nnn: wind energy project	12
190	V[s]	nnn: wind turbine project	12
190	V[s]	nnn: jepirachi wind project	4
190	V[s]	ann: offshore wind project	2
190	V[s]	nnn: dutch wind project	2
191	T	n: faa	23
192	T	n: co2	23
193	T	an: centrifugal force	23
194	T	nn: support structure	23
194	V[s]	ann: floating support structure	2
195	T	a: upwind	45
196	T	a: aerodynamic	244
197	T	npn: town of sheldon	22
198	T	n: excitation	22
199	T	a: simulate	44
200	T	an: compensatory measure	22
201	T	nn: unit specification	22
201	V[s]	ann: national unit specification	10
202	T	nn: farmer bob	22
203	T	nnn: blade element theory	22
204	T	nn: wind industry	22
204	V[s]	ann: offshore wind industry	3
205	T	npnn: impact of wind turbine	22
206	T	n: xfoil	21
207	T	n: pedersen	21
208	T	n: enercon	21
209	T	nn: ice accretion	21
209	V[s]	nnn: rime ice accretion	6
209	V[s]	ann: initial ice accretion	2
210	T	nn: water depth	21
211	T	n: kilowatt	21
212	T	nn: energy policy	21
213	T	nnn: wind turbine syndrome	21
214	T	nnn: operation control system	21
215	T	nn: wind farm	488
215	V[s]	ann: offshore wind farm	66
215	V[s]+	nnn: wind farm development	69
215	V[s]	ann: simulate wind farm	16
215	V[s]	ann: onshore wind farm	8
215	V[s]	nnn: wind farm project	16
215	V[s]	aann: nysted offshore wind farm	5
215	V[s]	ann: large wind farm	12
215	V[s]	annn: high sheldon wind farm	4
215	V[s]	nnn: wind farm construction	6
215	V[s]	nnn: uk wind farm	2
215	V[s]	ann: large-scale wind farm	3
215	V[s]	nnn: wind farm developer	4
215	V[s]	nnn: wind farm location	4
215	V[s]	nnn: wind farm installation	3
215	V[s]	nnn: wind farm noise	3
215	V[s]	ann: modern wind farm	3
215	V[s]	nnn: wind farm impact	3
215	V[s]	ann: entire wind farm	2
215	V[s]	ann: commercial wind farm	2
215	V[s]	nnn: wind farm concept	2
216	T	a: 1st	20
217	T	n: iii	20
218	T	nn: hearing loss	20
218	V[s]	ann: noise-induced hearing loss	6
218	V[s]	ann: conductive hearing loss	2
219	T	n: pierpont	20
220	T	nn: induction generator	20
220	V[s]	nnnn: wound rotor induction generator	2
220	V[s]	ann: doubly-fed induction generator	2
220	V[s]	nnn: squirrel-cage induction generator	2
220	V[s]	nnn: cage induction generator	2
221	T	nn: property line	20
221	V[s]	ann: non-participating property line	2
222	T	nn: pm machine	20
222	V[s]	npan: machine with surface-mounted pm	2
222	V[s]	ann: surface-mounted pm machine	3
222	V[s]	aann: single-sided surface-mounted pm machine	2
222	V[s]	nnn: axial-flux pm machine	2
223	T	nn: shadow flicker	20
223	V[s]	nnnn: wind turbine shadow flicker	2
223	V[s]	nnnn: shadow flicker shadow flicker	2
224	T	nn: energy yield	20
224	V[s]	ann: annual energy yield	6
224	V[s]	nnn: energy yield estimate	2
225	T	nn: wind technology	20
225	V[s]+	nnn: wind turbine technology	28
225	V[s]+	nnn: wind energy technology	6
225	V[s]	nnn: wind power technology	3
225	V[s]+	ann: offshore wind technology	7
226	T	nn: bay area	20
227	T	nn: hydrogen storage	20
227	V[s]	nnn: hydrogen storage tank	2
227	V[s]	nnn: hydrogen storage device	2
228	T	n: sudenai	20
229	T	nn: habitat loss	20
229	V[s]	npnn: loss of hunting habitat	3
229	V[s]	ann: direct habitat loss	3
230	T	nn: bem theory	20
231	T	n: tio	19
232	T	nn: guidance document	19
233	T	nnn: wind power project	19
234	T	nn: power control	19
234	V[s]	ann: frequency-active power control	3
234	V[s]	ann: reactive power control	3
234	V[s]	nnn: power control capability-a	2
235	T	n: winding	19
236	T	an: mechanical power	19
237	T	n: oscillation	19
238	T	npn: amount of energy	19
238	V[s]	nn: energy amount	2
239	T	nn: battery bank	19
240	T	n: ers	19
241	T	n: eea	19
242	T	n: ari	19
243	T	nn: blade profile	19
244	T	n: eesg	19
245	T	an: rotational augmentation	19
245	V[s]	anpn: rotational augmentation of blade	2
246	T	n: waye	19
247	T	a: 2-blade	19
248	T	nn: ji project	19
249	T	n: cut-in	19
250	T	nn: glide ratio	19
250	V[s]	ann: low glide ratio	2
251	T	an: environmental noise	19
252	T	n: nysdec	19
253	T	n: proc	18
254	T	nn: power electronics	18
254	V[s]	ann: advanced power electronics	2
255	T	n: schreck	18
256	T	a: meteorological	18
257	T	annn: variable speed wind turbine	18
258	T	an: vestibular system	18
258	V[s]	aan: human vestibular system	4
259	T	nn: ice profile	18
259	V[s]	nnn: rime ice profile	11
259	V[s]	nnn: ice profile r4	3
259	V[s]	nnn: ice profile r2	3
259	V[s]	annn: small rime ice profile	2
260	T	an: axial velocity	18
260	V[s]	acan: axial and rotational velocity	3
261	T	ncnn: power and frequency conversion	18
262	T	n: solidity	18
263	T	n: validation	18
264	T	n: aiaa	18
265	T	a: licensed	18
266	T	n: electrolyzer	36
267	T	nn: rotor hub	18
268	T	nn: collision risk	18
269	T	n: vector	18
270	T	nn: turbine operation	18
270	V[s]	npnn: operation of wind turbine	9
270	V[s]	nnn: wind turbine operation	14
271	T	ann: low wind speed	18
272	T	ann: full-scale power converter	17
273	T	nnn: rotor blade position	17
274	T	n: iet	17
275	T	n: iec	17
276	T	nn: nest site	17
277	T	a: periodic	17
278	T	nn: surface area	17
278	V[s]	ann: usable surface area	5
278	V[s]	nnn: rotor surface area	2
279	T	n: delft	17
280	T	a: authorized	17
281	T	an: active power	17
281	V[p]+	an: reactive power	58
281	V[s]	acan: active and reactive power	13
282	T	nn: energy potential	17
282	V[s]	nnn: energy production potential	2
282	V[s]+	nnn: wind energy potential	15
283	T	nn: wind engineering	17
284	T	an: airborne sound	17
285	T	n: doi	17
286	T	ann: offshore wind resource	17
287	T	nn: machine pod	17
288	T	an: hawt blade	34
289	T	nn: power gener	17
290	T	r: due	17
291	T	an: renewable source	17
291	V[s]	anpn: renewable source of electricity	4
292	T	nn: turbine generator	34
292	V[s]+	nnn: wind turbine generator	27
292	V[s]	nnn: turbine generator connection	2
293	T	an: aerodynamic force	17
293	V[s]	acan: aerodynamic and gravitational force	2
293	V[s]	nan: blade aerodynamic force	2
294	T	an: kinetic energy	17
294	V[s]	acan: kinetic and potential energy	2
295	T	a: numerical	17
296	T	an: offshore turbine	17
297	T	nn: distribution grid	17
298	T	ann: large wind turbine	17
299	T	ann: offshore wind farm	66
300	T	nnn: wind farm project	16
301	T	n: gsc	16
302	T	a: online	16
303	T	nn: land plot	16
303	V[s]	ann: adjacent land plot	2
304	T	nnn: world health organization	16
305	T	an: steady state	16
306	T	nn: side converter	16
306	V[s]	nnn: rotor side converter	9
306	V[s]	nnn: grid side converter	7
307	T	nn: control volume	16
307	V[s]	nnn: control volume boundary	2
308	T	an: potential mitigation	16
309	T	n: mammoet	16
310	T	nn: persson waye	16
311	T	an: normal operation	16
312	T	an: imperative reason	16
313	T	ann: simulate wind farm	16
314	T	nn: bird specie	16
314	V[s]	ann: migratory bird specie	2
314	V[s]	ann: wild bird specie	2
314	V[s]	ann: single bird specie	2
315	T	nn: nature conservation	16
315	V[s]	nnn: nature conservation guidance	2
316	T	an: hydraulic pump	16
317	T	npncn: institution of engineering and technology	16
318	T	nnn: margin emission factor	32
319	T	nn: ieee xplore	16
320	T	n: raptor	16
321	T	a: approximate	16
322	T	nn: fuel cell	31
322	V[s]	nnn: pem fuel cell	2
323	T	an: lateral angle	31
324	T	nnnnn: chord length blade length blade	15
325	T	nn: vortex theory	15
326	T	nn: project participant	15
327	T	an: solar panel	15
328	T	ann: dynamic pitch control	15
329	T	nn: energy consumption	15
330	T	nn: min torque	15
331	T	nn: turbine component	15
331	V[s]	nnn: wind turbine component	9
332	T	annn: domestic wind turbine system	15
333	T	an: physical model	15
333	V[s]	acan: physical and environmental model	2
334	T	nnnnn: tsr chord length blade length	15
335	T	npn: integrity of natura	15
336	T	nn: grid fault	15
337	T	n: incl	15
338	T	n: loudness	15
339	T	an: co2 emission	30
339	V[s]	aan: annual co2 emission	3
340	T	nn: energy output	15
340	V[s]	ann: annual energy output	10
341	T	nn: wind condition	15
341	V[s]	ann: turbulent wind condition	2
342	T	nn: charge controller	30
343	T	a: land-based	15
344	T	nnn: wind energy potential	15
344	V[s]	annn: offshore wind energy potential	4
345	T	nn: max torque	15
346	T	nn: barrier effect	15
347	T	nn: ghg emission	15
347	V[s]	nnn: ghg emission reduction	4
348	T	a: pursuant	15
349	T	nn: frequency range	15
349	V[s]	ann: low frequency range	5
349	V[s]	ann: audible frequency range	2
350	T	nn: wind source	15
350	V[s]	nnn: wind energy source	2
350	V[s]	nnn: wind source component	5
351	T	nn: test turbine	15
351	V[s]	nnn: test wind turbine	2
352	T	nn: summary ref	15
353	T	nnnnn: length blade length blade pitch	15
354	T	nn: lift force	15
355	T	n: visualization	15
356	T	nn: ballast nedam	15
357	T	n: anemometer	15
358	T	nnn: wind turbine tower	15
359	T	n: tfpm	15
360	T	an: main drive	15
360	V[s]	aan: hydrostatic main drive	5
361	T	n: blasting	15
362	T	n: aluminum	30
363	T	nn: actuator disk	29
363	V[s]	nnn: actuator disk theory	9
364	T	an: maximum power	29
364	V[s]	aan: maximum achievable power	4
364	V[s]	nan: gen maximum power	2
365	T	n: pcf	14
366	T	nnn: wind power development	14
367	T	n: conf	14
368	T	n: langston	14
369	T	nn: airfoil type	14
369	V[s]	ann: selected airfoil type	3
370	T	an: hydraulic motor	14
371	T	ann: potential mitigation measure	14
372	T	nan: power electronic converter	14
373	T	ann: permanent magnet generator	14
374	T	n: audiology	14
375	T	n: rectifier	14
376	T	a: tco2	14
377	T	npn: ministry of environment	28
378	T	nnn: wind turbine operation	14
379	T	nnn: wind turbine performance	14
380	T	n: cochlea	14
381	T	a: red	14
382	T	nn: energy conservation	14
383	T	nn: collision mortality	14
384	T	an: sound power	14
385	T	n: capacitor	14
386	T	npn: cost of energy	14
386	V[s]+	nn: energy cost	6
386	V[s]	npan: cost of renewable energy	2
386	V[s]	anpn: levelized cost of energy	4
386	V[s]	anpn: economic cost of energy	2
387	T	nn: boundary layer	14
387	V[s]	nnn: boundary layer topology	2
387	V[s]	ann: turbulent boundary layer	3
387	V[s]	ann: laminar boundary layer	2
388	T	nnn: wind energy facility	14
388	V[s]	annn: commercial wind energy facility	2
389	T	nn: wind direction	14
389	V[s]	nnn: wind change direction	2
390	T	n: phocoena	14
391	T	n: verification	14
392	T	nn: frequency control	14
392	V[s]	ann: auxiliary frequency control	3
393	T	nn: low-frequency sound	14
393	V[img]	ann: low frequency sound	78
393	V[s]	nnn: low-frequency sound infrasound	2
394	T	an: human ear	14
394	V[s]	aan: normal human ear	2
395	T	nn: grid code	14
395	V[s]	ann: national grid code	3
395	V[s]	nnn: grid code requirement	3
396	T	an: baltic sea	14
396	V[s]	acan: baltic and north sea	2
397	T	a: pscad®	82
398	T	nnn: wind turbine generator	27
398	V[s]	annn: planned wind turbine generator	2
399	T	nn: wind tower	13
399	V[s]	nnn: wind turbine tower	15
399	V[s]	nnn: wind test tower	2
400	T	n: lendimai	13
401	T	n: spa	13
402	T	ann: annual energy production	13
403	T	n: pdd	13
404	T	a: three-dimensional	26
405	T	nn: wind datum	13
406	T	n: kilometer	13
407	T	n: ind	13
408	T	n: gis	13
409	T	nn: model turbine	13
409	V[s]	ann: upwind model turbine	4
410	T	ncnn: research and development status	26
411	T	an: low speed	13
412	T	ann: variable speed concept	13
412	V[s]	annn: variable speed direct-drive concept	2
413	T	an: large turbine	13
413	V[s]	aann: large commercial wind turbine	2
413	V[s]	annn: large size wind turbine	2
414	T	nn: energy bill	13
415	T	nn: energy demand	13
415	V[s]	ann: peak energy demand	3
416	T	an: national wind	13
417	T	anpnn: potential impact of wind farm	13
418	T	an: general description	13
419	T	an: aerodynamic load	13
419	V[s]+	aan: adverse aerodynamic load	3
420	T	an: technical report	13
420	V[s]	nan: eea technical report	4
420	V[s]	nan: ecn technical report	2
421	T	n: email	13
422	T	nn: load range	13
423	T	nn: pressure field	13
423	V[s]	ann: local pressure field	4
424	T	n: ansi	13
425	T	n: ϕopt	13
426	T	an: electrical energy	26
427	T	ann: offshore wind power	13
428	T	nn: output part	13
428	V[s]	nnnn: blade geometry output part	2
