#	type	key	pattern	pilot	spec	freq	ind
17	V[s]	anpn: low angle of attack	A N P N	low angles of attack	2,37	3	1,00
17	V[s]	ncnpn: ratio versus angle of attack	N C N P N	ratio versus angle of attacks	2,20	2	1,00
18	T	nn: blade element	N N	blade element	3,87	96	0,36
18	V[s]	nnn: blade element theory	N N N	blade element theory	3,23	22	0,91
18	V[s]	ann: ith blade element	A N N	ith blade element	2,67	6	1,00
18	V[s]	ann: annular blade element	A N N	annular blade element	2,20	2	1,00
19	T	nn: power coefficient	N N	power coefficient	3,87	94	0,17
19	V[s]	nnn: design power coefficient	N N N	design power coefficient	2,80	16	0,81
19	V[s]	ann: elemental power coefficient	A N N	elemental power coefficient	2,85	9	0,56
19	V[s]	ann: maximum power coefficient	A N N	maximum power coefficient	2,89	10	0,70
19	V[s]	nnpn: power coefficient of rotor	N N P N	power coefficient of the rotor	2,20	2	1,00
19	V[s]	nnn: power coefficient cp	N N N	power coefficient Cp	2,20	2	1,00
19	V[s]	aann: optimum elemental power coefficient	A A N N	optimum elemental power coefficient	2,20	2	1,00
19	V[s]	aann: theoretical maximum power coefficient	A A N N	Theoretical maximum power coefficients	2,37	3	1,00
19	V[s]	aann: maximum achievable power coefficient	A A N N	maximum achievable power coefficients	2,37	3	1,00
19	V[s]	nnpn: power coefficient of wind	N N P N	power coefficient of wind	2,20	2	1,00
19	V[s]	nnn: power coefficient variation	N N N	power coefficient variation	2,20	2	1,00
20	T	nn: rotor blade	N N	rotor blade	3,87	94	0,32
20	V[s]	nnn: rotor blade position	N N N	rotor blade position	3,12	17	0,71
20	V[s]	nnnn: wind turbine rotor blade	N N N N	wind turbine rotor blade	2,50	4	0,75
20	V[s]+	nnn: rotor blade passage	N N N	rotor blade passage	2,37	3	0,33
21	T	n: tsr	N	TSR	3,85	91	0,59
22	T	nn: turbine blade	N N	turbine blades	3,85	91	0,19
22	V[s]	npnn: blade of wind turbine	N P N N	blades of wind turbines	2,59	5	1,00
22	V[s]	nnn: wind turbine blade	N N N	wind turbine blades	3,57	48	0,29
22	V[s]	nnnn: horizontal-axis wind turbine blade	N N N N	horizontal-axis wind turbine blades	2,59	10	0,80
22	V[s]	nnnn: axis wind turbine blade	N N N N	Axis Wind Turbine Blade	2,37	3	1,00
22	V[s]	annn: large wind turbine blade	A N N N	Large Wind Turbine Blades	2,20	2	1,00
23	T	nnn: wind turbine application	N N N	WIND TURBINE APPLICATIONS	3,83	86	0,59
24	T	n: annex	N	Annex	3,81	83	0,41
25	T	nn: turbine sound	N N	TURBINE SOUND	3,80	80	0,10
25	V[s]	nnn: wind turbine sound	N N N	WIND TURBINE SOUND	3,74	71	0,87
26	T	nn: farm development	N N	farm development	3,79	79	0,10
26	V[s]	npnn: development of wind farm	N P N N	development of a wind farm	2,50	4	1,00
26	V[s]+	nnn: wind farm development	N N N	wind farm development	3,73	69	0,55
26	V[s]	annn: future wind farm development	A N N N	future wind farm developments	2,37	3	1,00
26	V[s]	nnn: ind farm development	N N N	ind farm developments	2,20	2	0,50
27	T	ann: low frequency sound	A N N	low frequency sound	3,78	78	0,86
28	T	n: ordinance	N	ordinance	3,78	77	0,44
29	T	nn: blade design	N N	blade design	3,78	77	0,16
29	V[s]	npnn: design of hawt blade	N P N N	design of HAWT blades	2,20	2	0,50
29	V[s]	ann: hawt blade design	A N N	HAWT blade design	2,97	24	0,79
29	V[s]	nnn: sample blade design	N N N	sample blade design	2,85	9	0,33
29	V[s]+	nnn: blade design program	N N N	blade design program	2,67	6	0,33
29	V[s]	nnn: blade design procedure	N N N	blade design procedure	2,67	6	0,67
29	V[s]	nnpn: blade design of hawt	N N P N	blade design of HAWT	2,20	2	1,00
30	T	nn: project activity	N N	project activity	3,77	76	0,49
30	V[s]	nnn: cdm project activity	N N N	CDM project activity	2,74	7	0,71
31	T	nnn: wind power plant	N N N	Wind Power Plant	3,76	74	0,23
32	T	an: dynamic stall	A N	dynamic stall	3,76	74	0,34
33	T	nn: habitat directive	N N	Habitats Directive	3,76	73	0,67
34	T	n: hawt	N	HAWT	3,74	71	0,31
35	T	nnn: wind turbine sound	N N N	WIND TURBINE SOUND	3,74	71	0,87
36	T	nn: town board	N N	Town Board	3,74	70	0,84
36	V[s]	nnn: sheldon town board	N N N	Sheldon Town Board	2,50	4	1,00
37	T	nnn: wind farm development	N N N	wind farm development	3,73	69	0,55
37	V[s]	annn: offshore wind farm development	A N N N	offshore wind farm development	2,59	5	1,00
38	T	n: nacelle	N	nacelle	3,73	69	0,54
39	T	nn: wind resource	N N	wind resource	3,71	66	0,33
39	V[s]	nnn: wind energy resource	N N N	wind energy resources	2,50	4	0,25
39	V[s]	ann: offshore wind resource	A N N	offshore wind resource	3,12	17	0,12
39	V[s]	nnn: wind resource map	N N N	wind resource maps	2,37	3	1,00
39	V[s]	ann: sufficient wind resource	A N N	Sufficient wind resources	2,20	2	1,00
40	T	an: small-scale project	A N	SMALL-SCALE PROJECTS	3,67	60	0,73
41	T	nn: emission reduction	N N	emission reductions	3,67	60	0,33
41	V[s]	nnn: ghg emission reduction	N N N	GHG emission reductions	2,50	4	0,75
41	V[s]	ann: estimated emission reduction	A N N	estimated emission reductions	2,59	5	0,40
41	V[s]	ann: certified emission reduction	A N N	certified emissions reductions	2,20	2	0,50
41	V[s]	nnnn: greenhouse gas emission reduction	N N N N	greenhouse gas emission reductions	2,37	3	1,00
41	V[s]	nnn: carbon emission reduction	N N N	carbon emission reduction	2,20	2	1,00
42	T	a: solar	A	solar	3,67	60	0,22
43	T	n: dowec	N	DOWEC	3,67	60	0,12
44	T	n: eia	N	EIA	3,66	59	0,51
45	T	an: reactive power	A N	reactive power	3,66	58	0,21
45	V[s]	acan: active and reactive power	A C A N	active and reactive power	3,01	13	0,77
45	V[s]	nan: gsc reactive power	N A N	GSC reactive power	2,20	2	1,00
46	T	n: dfig	N	DFIG	3,65	57	0,14
47	T	a: linear	A	linear	3,64	56	0,38
48	T	n: vawt	N	VAWT	3,64	56	0,29
49	T	n: flywheel	N	flywheel	3,62	54	0,65
50	T	annn: vertical axis wind turbine	A N N N	Vertical Axis Wind Turbines	3,62	53	0,55
51	T	nn: flow field	N N	flow field	3,61	52	0,29
51	V[s]	nnn: blade flow field	N N N	blade flow field	2,93	11	0,27
51	V[s]	nnnn: turbine blade flow field	N N N N	Turbine Blade Flow Fields	2,50	4	0,25
51	V[s]	nnnn: wind turbine flow field	N N N N	wind turbine flow fields	2,20	2	1,00
51	V[s]	nnn: flow field structure	N N N	Flow Field Structure	2,59	5	0,60
52	T	n: jepirachi	N	Jepirachi	3,61	52	0,27
53	T	nn: turbine noise	N N	turbine noise	3,61	52	0,17
53	V[s]+	nnn: wind turbine noise	N N N	wind turbine noise	3,53	43	0,60
54	T	nn: mitigation measure	N N	mitigation measures	3,60	51	0,41
54	V[s]	ann: potential mitigation measure	A N N	potential mitigation measures	3,04	14	1,00
55	T	n: inverter	N	inverter	3,59	50	0,44
56	T	nn: project area	N N	project area	3,58	49	0,80
57	T	nn: conservation objective	N N	conservation objectives	3,58	49	0,63
57	V[s]	nnpn: conservation objective of natura	N N P N	conservation objectives of the Natura	2,59	5	1,00
57	V[s]	nnnn: meeting site conservation objective	N N N N	meeting site conservation objectives	2,20	2	1,00
58	T	n: dba	N	dBA	3,57	48	0,96
59	T	nnn: wind turbine blade	N N N	wind turbine blades	3,57	48	0,29
60	T	a: vestibular	A	vestibular	3,57	48	0,10
61	T	n: upme	N	UPME	3,56	47	0,79
62	T	nn: power production	N N	power production	3,56	47	0,30
62	V[s]	npan: production of electric power	N P A N	Production of electric power	2,55	9	1,00
62	V[s]	ann: thermal power production	A N N	thermal power production	2,74	7	0,86
62	V[s]	nnpn: power production of hawt	N N P N	Power production of a HAWT	2,20	2	1,00
62	V[s]	nnpn: power production of wind	N N P N	Power production of the wind	2,07	3	1,00
62	V[s]	ann: annual power production	A N N	annual power production	2,20	2	0,50
62	V[s]	ann: maximum power production	A N N	maximum power production	2,20	2	0,50
62	V[s]	nnn: power production capability	N N N	power production capability	1,90	2	0,50
63	T	ann: offshore wind energy	A N N	offshore wind energy	3,56	47	0,36
64	T	nn: rotor diameter	N N	rotor diameter	3,56	47	0,45
64	V[s]	ann: 82m rotor diameter	A N N	82m rotor diameter	2,20	2	1,00
64	V[s]	nnn: turbine rotor diameter	N N N	turbine rotor diameter	2,20	2	0,50
65	T	an: modified blade	A N	modified blade	3,56	47	0,32
66	T	n: stator	N	stator	3,56	47	0,28
67	T	ann: low frequency noise	A N N	Low Frequency Noise	3,55	46	0,91
68	T	nn: guy wire	N N	guy wire	3,55	46	0,46
68	V[s]	ann: upper guy wire	A N N	upper guy wire	2,37	3	0,67
68	V[s]	ann: low guy wire	A N N	lower guy wire	2,37	3	0,67
69	T	n: rpm	N	rpm	3,55	45	0,58
70	T	nnn: turbine application page	N N N	TURBINE APPLICATIONS PAGE	3,55	45	0,27
71	T	n: transformer	N	transformer	3,55	45	0,51
72	T	ncnn: sound and health effect	N C N N	SOUND AND HEALTH EFFECTS	3,54	44	1,00
73	T	n: nrel	N	NREL	3,54	44	0,27
74	T	nn: blade length	N N	blade length	3,54	44	0,50
75	T	n: max	N	Max	3,53	43	0,49
76	T	nnn: wind turbine noise	N N N	wind turbine noise	3,53	43	0,60
76	V[s]	annn: in-home wind turbine noise	A N N N	In-home wind turbine noise	2,20	2	1,00
77	T	nn: power system	N N	power systems	3,53	43	0,35
77	V[s]	nnn: power generator system	N N N	Power Generator system	2,07	3	0,33
77	V[s]	ann: solar power system	A N N	solar power systems	2,20	2	0,50
77	V[s]	ann: modern power system	A N N	modern power systems	2,37	3	1,00
77	V[s]	nnn: power system frequency	N N N	Power system frequency	2,20	2	0,50
77	V[s]	nnn: wind power system	N N N	wind power systems	2,20	2	0,50
77	V[s]	nnn: power system fault	N N N	power system faults	2,20	2	1,00
78	T	an: synchronous generator	A N	synchronous generator	3,53	43	0,37
78	V[s]	nan: pm synchronous generator	N A N	PM synchronous generator	2,20	2	1,00
79	T	n: pmsg	N	PMSG	3,52	42	0,19
80	T	n: mwh	N	MWh	3,52	42	0,69
81	T	nn: reynolds number	N N	Reynolds number	3,52	42	0,52
81	V[s]	ann: low reynolds number	A N N	low Reynolds numbers	2,50	4	1,00
82	T	annnn: joint implementation project design document	A N N N N	JOINT IMPLEMENTATION PROJECT DESIGN DOCUMENT	3,52	42	1,00
83	T	nn: wind velocity	N N	wind velocity	3,52	42	0,14
83	V[s]	nnn: design wind velocity	N N N	design wind velocity	2,80	8	1,00
83	V[s]	ann: relative wind velocity	A N N	relative wind velocity	2,67	6	0,83
83	V[s]	ann: average wind velocity	A N N	average wind velocity	2,67	6	0,83
83	V[s]	ann: axial wind velocity	A N N	axial wind velocity	2,20	2	1,00
83	V[s]	ann: angular wind velocity	A N N	angular wind velocity	2,20	2	1,00
83	V[s]	ann: radial wind velocity	A N N	radial wind velocity	2,20	2	1,00
83	V[s]	nnn: free-stream wind velocity	N N N	free-stream wind velocity	2,20	2	0,50
83	V[s]	ann: uniform wind velocity	A N N	uniform wind velocity	2,20	2	1,00
84	T	nnnnn: implementation project design document form	N N N N N	IMPLEMENTATION PROJECT DESIGN DOCUMENT FORM	3,52	42	1,00
85	T	anann: joint implementation supervisory committee page	A N A N N	Joint Implementation Supervisory Committee page	3,50	41	1,00
86	T	annn: horizontal axis wind turbine	A N N N	Horizontal Axis Wind Turbine	3,50	41	0,71
87	T	nnn: wind generator system	N N N	wind generator systems	3,50	41	0,68
88	T	an: sound level	A N	sound levels	3,49	80	0,56
88	V[p]	an: infrasound level	A N	infrasound levels	1,90	2	1,00
88	V[s]	aan: ambient sound level	A A N	ambient sound level	2,07	3	0,67
88	V[s]	aan: low sound level	A A N	low sound levels	2,20	2	1,00
89	T	n: naca	N	NACA	3,49	40	0,78
90	T	nn: blade pitch	N N	blade pitch	3,49	40	0,13
90	V[s]	nnn: blade pitch angle	N N N	blade pitch angle	2,97	12	0,83
90	V[s]	ann: optimal blade pitch	A N N	optimal blade pitch	1,90	2	0,50
91	T	nn: induction factor	N N	induction factor	3,49	40	0,13
91	V[s]	ann: axial induction factor	A N N	axial induction factor	3,29	25	0,96
91	V[s]	ann: angular induction factor	A N N	angular induction factors	2,85	9	0,44
92	T	nn: turbine technology	N N	turbine technology	3,49	40	0,10
92	V[s]+	nnn: wind turbine technology	N N N	wind turbine technology	3,34	28	0,25
92	V[s]	nnnn: art wind turbine technology	N N N N	art wind turbine technology	2,20	2	1,00
92	V[s]	nnnn: summary wind turbine technology	N N N N	Summary Wind turbine technology	2,20	2	1,00
92	V[s]	nnnn: gale wind turbine technology	N N N N	GALE Wind Turbine Technology	2,20	2	1,00
93	T	nn: grid connection	N N	grid connection	3,48	39	0,41
93	V[s]	nnn: grid connection requirement	N N N	grid connection requirements	2,74	7	0,86
93	V[s]	ann: smooth grid connection	A N N	smooth grid connection	2,50	4	1,00
94	T	nnn: expert panel review	N N N	EXPERT PANEL REVIEW	3,48	39	0,62
95	T	an: marine mammal	A N	marine mammals	3,47	38	0,55
96	T	n: deg	N	deg	3,47	38	0,89
97	T	ann: sound pressure level	A N N	sound pressure level	3,47	38	0,53
98	T	nn: energy production	N N	energy production	3,46	37	0,22
98	V[s]	nnn: energy production potential	N N N	energy production potential	2,20	2	0,50
98	V[s]	ann: annual energy production	A N N	annual energy production	3,01	13	0,38
98	V[s]	ann: thermal energy production	A N N	Thermal Energy Production	2,20	2	0,50
98	V[s]	aann: net annual energy production	A A N N	Net Annual Energy Production	2,20	2	1,00
98	V[s]	ann: electrical energy production	A N N	electrical energy production	2,37	3	1,00
98	V[s]	aann: calculated annual energy production	A A N N	Calculated annual energy production	2,20	2	1,00
98	V[s]	nnn: wind energy production	N N N	wind energy production	2,20	2	1,00
99	T	nnn: wind turbine concept	N N N	wind turbine concepts	3,46	37	0,43
99	V[s]	annn: contemporary wind turbine concept	A N N N	contemporary wind turbine concepts	2,20	2	1,00
100	T	n: lfa	N	LFA	3,45	36	0,56
101	T	nn: water tower	N N	water tower	3,45	36	0,58
102	T	n: scig	N	SCIG	3,45	36	0,31
103	T	an: competent authority	A N	competent authority	3,44	35	0,91
103	V[s]	aan: competent national authority	A A N	competent national authorities	2,37	3	1,00
104	T	n: ref	N	Ref	3,42	34	0,56
105	T	nn: power curve	N N	power curve	3,42	34	0,59
105	V[s]	ann: standard power curve	A N N	standard power curves	2,20	2	1,00
105	V[s]	nnpn: power curve of wind	N N P N	power curve of a wind	2,37	3	1,00
105	V[s]	ann: typical power curve	A N N	Typical power curve	2,20	2	1,00
106	T	nn: project boundary	N N	project boundary	3,42	34	0,79
107	T	n: cos	N	cos	3,42	34	0,88
108	T	a: net	A	net	3,42	34	0,12
109	T	n: vol	N	Vol	3,41	33	0,94
110	T	ann: small wind turbine	A N N	small wind turbines	3,41	33	0,61
111	T	nnnn: wind turbine application page	N N N N	WIND TURBINE APPLICATIONS PAGE	3,41	33	0,58
112	T	n: substation	N	substation	3,41	33	0,48
113	T	nn: power converter	N N	power converter	3,41	33	0,15
113	V[s]	nan: power electronic converter	N A N	power electronic converter	3,04	14	0,64
113	V[s]	ann: full-scale power converter	A N N	full-scale power converter	3,12	17	0,82
113	V[s]	ann: partial-scale power converter	A N N	partial-scale power converter	2,37	6	0,83
114	T	nn: blade geometry	N N	blade geometry	3,41	33	0,21
114	V[s]	nnn: blade geometry parameter	N N N	blade geometry parameters	2,80	8	0,88
114	V[s]	nnn: blade geometry output	N N N	Blade geometry output	2,67	6	0,67
115	T	nn: bird directive	N N	Birds Directive	3,40	32	0,53
116	T	n: hswf	N	HSWF	3,40	32	0,41
117	T	n: cdm	N	CDM	3,40	32	0,22
118	T	n: bem	N	BEM	3,40	32	0,28
119	T	nnn: wind turbine system	N N N	wind turbine system	3,40	32	0,19
119	V[s]	annn: domestic wind turbine system	A N N N	Domestic Wind Turbines Systems	3,07	15	1,00
120	T	an: rotational speed	A N	rotational speed	3,38	31	0,39
120	V[s]+	anpn: rotational speed of turbine	A N P N	rotational speed of the turbine	2,37	3	1,00
121	T	n: uab	N	UAB	3,38	31	0,16
122	T	nn: turbine power	N N	turbine power	3,38	31	0,39
122	V[s]	nnn: wind turbine power	N N N	wind turbine power	2,89	10	0,30
122	V[s]	nnn: turbine power output	N N N	turbine power output	2,74	7	0,71
123	T	nnn: wind turbine rotor	N N N	wind turbine rotor	3,38	31	0,13
124	T	nn: earth anchor	N N	earth anchor	3,38	31	0,61
124	V[s]	nnn: arrowhead earth anchor	N N N	Arrowhead Earth Anchor	2,37	3	0,67
124	V[s]	ann: fourth earth anchor	A N N	fourth earth anchor	2,37	3	1,00
125	T	n: repower	N	REpower	3,38	31	0,13
126	T	nn: blade shape	N N	blade shape	3,38	31	0,61
126	V[s]	ann: modified blade shape	A N N	modified blade shape	2,50	4	1,00
126	V[s]	ann: optimum blade shape	A N N	optimum blade shape	2,37	3	1,00
127	T	nn: castelo branco	N N	Castelo Branco	3,37	30	0,37
127	V[s]	nnn: castelo branco naa	N N N	Castelo Branco NAA	2,50	4	1,00
128	T	nn: length blade	N N	length blade	3,37	30	0,50
129	T	nn: rotor speed	N N	rotor speed	3,37	30	0,43
130	T	n: receptor	N	receptors	3,37	30	0,23
131	T	n: hawts	N	HAWTs	3,37	30	0,43
132	T	a: avian	A	avian	3,35	29	0,28
133	T	aann: national renewable energy laboratory	A A N N	National Renewable Energy Laboratory	3,35	29	0,90
134	T	ann: domestic wind turbine	A N N	Domestic Wind Turbines	3,35	29	0,24
135	T	n: amplitude	N	amplitude	3,35	29	0,10
136	T	nn: rotor plane	N N	rotor plane	3,35	29	0,86
137	T	nn: crediting period	N N	crediting period	3,35	29	0,72
137	V[s]	ann: renewable crediting period	A N N	renewable crediting period	2,20	2	1,00
138	T	n: infrasound	N	infrasound	3,35	115	0,51
139	T	n: darrieus	N	Darrieus	3,34	28	0,11
140	T	nn: van oord	N N	Van Oord	3,34	28	0,29
140	V[s]	ann: photo van oord	A N N	photo Van Oord	1,90	2	1,00
140	V[s]+	nnn: mammoet van oord	N N N	Mammoet Van Oord	2,97	12	0,42
141	T	n: vesta	N	Vestas	3,34	28	0,57
142	T	n: topology	N	topologies	3,34	28	0,29
143	T	a: 3-blade	A	3-blade	3,34	28	0,71
144	T	an: high frequency	A N	higher frequency	3,34	28	0,14
145	T	nnn: wind turbine technology	N N N	wind turbine technology	3,34	28	0,25
145	V[s]	annn: offshore wind turbine technology	A N N N	Offshore wind turbine technology	2,37	3	1,00
146	T	nn: tower base	N N	tower base	3,34	28	0,79
147	T	nn: air density	N N	air density	3,34	28	0,21
147	V[s]	nnnn: sea level air density	N N N N	sea level air density	2,74	7	1,00
147	V[s]	ann: average air density	A N N	average air density	2,67	6	0,17
148	T	nn: hub height	N N	hub height	3,34	28	0,64
149	T	n: uae	N	UAE	3,32	27	0,26
